seed,missing_rate,statistic,value
111,0.0,pi,35.850101010101014
111,0.0,theta_w,38.62959564346787
111,0.0,theta_h,46.776161616161616
111,0.0,theta_l,41.31313131313131
111,0.0,tajimas_d,-0.24129714753474435
111,0.05,pi,35.990762509687755
111,0.05,theta_w,38.82973016923519
111,0.05,theta_h,46.68834868964427
111,0.05,theta_l,41.339555599666014
111,0.05,tajimas_d,-0.246400089393537
111,0.1,pi,35.67351629965041
111,0.1,theta_w,38.25817380974086
111,0.1,theta_h,47.26673396473108
111,0.1,theta_l,41.470125132190745
111,0.1,tajimas_d,-0.22874685819118123
111,0.2,pi,35.788567976237054
111,0.2,theta_w,39.01945902499999
111,0.2,theta_h,47.175874358292255
111,0.2,theta_l,41.48222116726465
111,0.2,tajimas_d,-0.2836145536332143
111,0.3,pi,36.44131659123068
111,0.3,theta_w,39.149036439370526
111,0.3,theta_h,47.43633128905256
111,0.3,theta_l,41.938823940141624
111,0.3,tajimas_d,-0.23964256185588992
111,0.4,pi,35.35072953259352
111,0.4,theta_w,39.319297536155155
111,0.4,theta_h,46.845619225886026
111,0.4,theta_l,41.09817437923977
111,0.4,tajimas_d,-0.35620596456445575
111,0.5,pi,35.4652896859908
111,0.5,theta_w,38.201778453735
111,0.5,theta_h,44.953466836993385
111,0.5,theta_l,40.20937826149209
111,0.5,tajimas_d,-0.2580726787037623
111,0.6,pi,36.44306076990872
111,0.6,theta_w,40.40504474638288
111,0.6,theta_h,44.83892794780084
111,0.6,theta_l,40.64099435885478
111,0.6,tajimas_d,-0.3630097967170065
112,0.0,pi,30.416969696969694
112,0.0,theta_w,30.32423258012228
112,0.0,theta_h,27.522424242424247
112,0.0,theta_l,28.96969696969697
112,0.0,tajimas_d,0.010202912116691805
112,0.05,pi,30.278869066471948
112,0.05,theta_w,30.226720482498727
112,0.05,theta_h,27.409953716411014
112,0.05,theta_l,28.844411391441476
112,0.05,tajimas_d,0.0057800921891017374
112,0.1,pi,30.363965091077702
112,0.1,theta_w,30.355941820405853
112,0.1,theta_h,27.637958949667926
112,0.1,theta_l,29.000962020372818
112,0.1,tajimas_d,0.000890117543985082
112,0.2,pi,30.41615093144578
112,0.2,theta_w,31.094193640039585
112,0.2,theta_h,28.003640963425905
112,0.2,theta_l,29.209895947435843
112,0.2,tajimas_d,-0.07434042006425026
112,0.3,pi,30.44254488772303
112,0.3,theta_w,30.749818491134192
112,0.3,theta_h,27.448275750154114
112,0.3,theta_l,28.94541031893857
112,0.3,tajimas_d,-0.034554106015308644
112,0.4,pi,30.285831698987877
112,0.4,theta_w,29.97821580020568
112,0.4,theta_h,28.720397956074066
112,0.4,theta_l,29.50311482753097
112,0.4,tajimas_d,0.035955339596122196
112,0.5,pi,31.278409493785226
112,0.5,theta_w,29.891544724730963
112,0.5,theta_h,28.297145309541094
112,0.5,theta_l,29.78777740166316
112,0.5,tajimas_d,0.16607509951427493
112,0.6,pi,30.194746204886556
112,0.6,theta_w,30.45128093206189
112,0.6,theta_h,28.159089251867268
112,0.6,theta_l,29.17691772837691
112,0.6,tajimas_d,-0.03108553698423992
113,0.0,pi,40.204040404040406
113,0.0,theta_w,39.402187556337225
113,0.0,theta_h,41.53333333333333
113,0.0,theta_l,40.868686868686865
113,0.0,tajimas_d,0.06827198829148694
113,0.05,pi,40.22196231192683
113,0.05,theta_w,39.01866628565369
113,0.05,theta_h,41.498378976171786
113,0.05,theta_l,40.86017064404931
113,0.05,tajimas_d,0.10392424535816455
113,0.1,pi,40.32185361222186
113,0.1,theta_w,39.06610522016268
113,0.1,theta_h,41.634794032647726
113,0.1,theta_l,40.97832382243479
113,0.1,tajimas_d,0.10893273771633574
113,0.2,pi,40.25714021074081
113,0.2,theta_w,38.36447229244721
113,0.2,theta_h,41.47659907438762
113,0.2,theta_l,40.86686964256422
113,0.2,tajimas_d,0.16893277466456127
113,0.3,pi,40.1253534838572
113,0.3,theta_w,38.43742005387483
113,0.3,theta_h,41.5883622700425
113,0.3,theta_l,40.85685787694985
113,0.3,tajimas_d,0.15233273827065963
113,0.4,pi,39.632576479361504
113,0.4,theta_w,39.24226226856534
113,0.4,theta_h,42.92134165043473
113,0.4,theta_l,41.276959064898115
113,0.4,tajimas_d,0.035094261729958005
113,0.5,pi,39.72569878443791
113,0.5,theta_w,40.75522529832231
113,0.5,theta_h,42.578600374495146
113,0.5,theta_l,41.15214957946653
113,0.5,tajimas_d,-0.09113306729358557
113,0.6,pi,41.64484541628063
113,0.6,theta_w,40.26946757385919
113,0.6,theta_h,40.712969905344195
113,0.6,theta_l,41.17890766081242
113,0.6,tajimas_d,0.12674108351895993
114,0.0,pi,21.85212121212121
114,0.0,theta_w,28.779048754383567
114,0.0,theta_h,26.67313131313131
114,0.0,theta_l,24.262626262626263
114,0.0,tajimas_d,-0.8019868945266144
114,0.05,pi,21.881845121348277
114,0.05,theta_w,28.67640520506005
114,0.05,theta_h,26.687034227116918
114,0.05,theta_l,24.284439674232598
114,0.05,tajimas_d,-0.7930548741912596
114,0.1,pi,22.13249241222069
114,0.1,theta_w,29.383538677951798
114,0.1,theta_h,26.79455383704189
114,0.1,theta_l,24.463523124631287
114,0.1,tajimas_d,-0.8307783883236569
114,0.2,pi,21.46942230280741
114,0.2,theta_w,27.061357735690038
114,0.2,theta_h,27.083927461402794
114,0.2,theta_l,24.2766748821051
114,0.2,tajimas_d,-0.7021946939363184
114,0.3,pi,21.544730305726294
114,0.3,theta_w,27.605990767227482
114,0.3,theta_h,27.23141200172926
114,0.3,theta_l,24.38807115372778
114,0.3,tajimas_d,-0.7565186120510327
114,0.4,pi,21.87032334603268
114,0.4,theta_w,26.58640885460474
114,0.4,theta_h,26.411421839892807
114,0.4,theta_l,24.140872592962744
114,0.4,tajimas_d,-0.6204991694624138
114,0.5,pi,22.056204361474766
114,0.5,theta_w,26.942174426402488
114,0.5,theta_h,27.07682360532398
114,0.5,theta_l,24.56651398339937
114,0.5,tajimas_d,-0.6502738085714559
114,0.6,pi,21.704365693243478
114,0.6,theta_w,27.756202376762367
114,0.6,theta_h,25.61299187139894
114,0.6,theta_l,23.65867878232121
114,0.6,tajimas_d,-0.8021074495444472
115,0.0,pi,30.857979797979798
115,0.0,theta_w,37.277559795946495
115,0.0,theta_h,34.09151515151515
115,0.0,theta_l,32.474747474747474
115,0.0,tajimas_d,-0.5771209849563222
115,0.05,pi,30.717935286924188
115,0.05,theta_w,37.053120218896424
115,0.05,theta_h,34.34622788461276
115,0.05,theta_l,32.53208158576848
115,0.05,tajimas_d,-0.5753764620965839
115,0.1,pi,30.931241535487025
115,0.1,theta_w,37.096114442822376
115,0.1,theta_h,34.19671132658953
115,0.1,theta_l,32.56397643103827
115,0.1,tajimas_d,-0.56267342053084
115,0.2,pi,31.474396526310837
115,0.2,theta_w,38.73373158808654
115,0.2,theta_h,34.24476855229671
115,0.2,theta_l,32.85958253930377
115,0.2,tajimas_d,-0.6413187833329682
115,0.3,pi,30.70967294811559
115,0.3,theta_w,36.97181616949359
115,0.3,theta_h,34.896611819654424
115,0.3,theta_l,32.80314238388501
115,0.3,tajimas_d,-0.5878079997583033
115,0.4,pi,31.22510308886129
115,0.4,theta_w,37.12205573405474
115,0.4,theta_h,35.26390089998213
115,0.4,theta_l,33.24450199442171
115,0.4,tajimas_d,-0.5602766629747706
115,0.5,pi,30.410823395670086
115,0.5,theta_w,35.24954962363357
115,0.5,theta_h,34.20461429337908
115,0.5,theta_l,32.30771884452458
115,0.5,tajimas_d,-0.49313946877653575
115,0.6,pi,31.19178333625556
115,0.6,theta_w,35.646157377507734
115,0.6,theta_h,35.990897554700865
115,0.6,theta_l,33.59134044547822
115,0.6,tajimas_d,-0.46080930609590925
116,0.0,pi,39.514949494949505
116,0.0,theta_w,37.277559795946495
116,0.0,theta_h,43.89919191919192
116,0.0,theta_l,41.70707070707071
116,0.0,tajimas_d,0.20114159294357709
116,0.05,pi,39.49208420566332
116,0.05,theta_w,37.08698000552412
116,0.05,theta_h,43.868612637539634
116,0.05,theta_l,41.68034842160147
116,0.05,tajimas_d,0.2184372454015982
116,0.1,pi,39.45631981556409
116,0.1,theta_w,37.26732537082081
116,0.1,theta_h,43.87010108321593
116,0.1,theta_l,41.663210449390014
116,0.1,tajimas_d,0.19875500532424417
116,0.2,pi,39.66761717583961
116,0.2,theta_w,37.57060227694511
116,0.2,theta_h,44.95904014733011
116,0.2,theta_l,42.313328661584855
116,0.2,tajimas_d,0.19111983911392524
116,0.3,pi,39.80198996072002
116,0.3,theta_w,38.21044821417123
116,0.3,theta_h,44.51893581697733
116,0.3,theta_l,42.16046288884867
116,0.3,tajimas_d,0.14461283729931507
116,0.4,pi,38.864748467449644
116,0.4,theta_w,37.38409540393409
116,0.4,theta_h,44.64474286316167
116,0.4,theta_l,41.75474566530566
116,0.4,tajimas_d,0.13964332191075488
116,0.5,pi,39.37775742818091
116,0.5,theta_w,38.130741612248
116,0.5,theta_h,44.92343271133258
116,0.5,theta_l,42.15059506975675
116,0.5,tajimas_d,0.11760352017415802
116,0.6,pi,40.20512401367221
116,0.6,theta_w,38.48438661190843
116,0.6,theta_h,43.13743383015308
116,0.6,theta_l,41.671278921912645
116,0.6,tajimas_d,0.16577644269485764
117,0.0,pi,23.087272727272726
117,0.0,theta_w,30.903676514774297
117,0.0,theta_h,32.71070707070707
117,0.0,theta_l,27.8989898989899
117,0.0,tajimas_d,-0.8442132693619667
117,0.05,pi,22.933562976953066
117,0.05,theta_w,30.625218001012765
117,0.05,theta_h,32.91847850094086
117,0.05,theta_l,27.926020738946963
117,0.05,tajimas_d,-0.841930973243303
117,0.1,pi,23.11695391299888
117,0.1,theta_w,30.98494508307807
117,0.1,theta_h,32.45896370746149
117,0.1,theta_l,27.787958810230187
117,0.1,tajimas_d,-0.8565999313443863
117,0.2,pi,23.536445673236955
117,0.2,theta_w,30.931657148156653
117,0.2,theta_h,32.499973352488446
117,0.2,theta_l,28.0182095128627
117,0.2,tajimas_d,-0.814953093156143
117,0.3,pi,22.850335079800033
117,0.3,theta_w,29.661028812843774
117,0.3,theta_h,32.99694808299121
117,0.3,theta_l,27.92364158139562
117,0.3,tajimas_d,-0.7920291433429456
117,0.4,pi,22.875171939015107
117,0.4,theta_w,30.052218212309597
117,0.4,theta_h,33.698274326888665
117,0.4,theta_l,28.286723132951884
117,0.4,tajimas_d,-0.8374480648732406
117,0.5,pi,22.52026429690215
117,0.5,theta_w,29.105591900603
117,0.5,theta_h,33.92566210340639
117,0.5,theta_l,28.22296320015427
117,0.5,tajimas_d,-0.810604951250887
117,0.6,pi,22.844377805679784
117,0.6,theta_w,30.128274104270787
117,0.6,theta_h,34.01915969543881
117,0.6,theta_l,28.4317687505593
117,0.6,tajimas_d,-0.8893677549455163
118,0.0,pi,39.86727272727273
118,0.0,theta_w,38.050151708815854
118,0.0,theta_h,41.28424242424242
118,0.0,theta_l,40.57575757575758
118,0.0,tajimas_d,0.16010631768169362
118,0.05,pi,39.885805365218694
118,0.05,theta_w,38.22294347024401
118,0.05,theta_h,41.68471485778717
118,0.05,theta_l,40.78526011150293
118,0.05,tajimas_d,0.14649015702283305
118,0.1,pi,39.74116149625632
118,0.1,theta_w,38.26581375379394
118,0.1,theta_h,41.153937833810865
118,0.1,theta_l,40.44754966503359
118,0.1,tajimas_d,0.13057094006080133
118,0.2,pi,39.81674486767688
118,0.2,theta_w,38.741049385623256
118,0.2,theta_h,41.40218031427254
118,0.2,theta_l,40.60946259097471
118,0.2,tajimas_d,0.09503125450427331
118,0.3,pi,39.78851632267224
118,0.3,theta_w,37.062999646124034
118,0.3,theta_h,41.93696704971255
118,0.3,theta_l,40.86274168619239
118,0.3,tajimas_d,0.2544340625226872
118,0.4,pi,40.0762921147561
118,0.4,theta_w,38.810001794717294
118,0.4,theta_h,43.10108346368932
118,0.4,theta_l,41.58868778922271
118,0.4,tajimas_d,0.11509093074941334
118,0.5,pi,40.515916270994914
118,0.5,theta_w,39.06790201089339
118,0.5,theta_h,42.60994725678088
118,0.5,theta_l,41.5629317638879
118,0.5,tajimas_d,0.13349340386522188
118,0.6,pi,39.485375353294835
118,0.6,theta_w,39.12615901786803
118,0.6,theta_h,40.825188340429776
118,0.6,theta_l,40.15528184686231
118,0.6,tajimas_d,0.033992351085625205
119,0.0,pi,35.905050505050504
119,0.0,theta_w,35.92552394842512
119,0.0,theta_h,28.660606060606064
119,0.0,theta_l,32.282828282828284
119,0.0,tajimas_d,-0.0019084232220429067
119,0.05,pi,36.0168543634723
119,0.05,theta_w,36.09567018549396
119,0.05,theta_h,28.872634711906763
119,0.05,theta_l,32.44474453768953
119,0.05,tajimas_d,-0.007347795781183812
119,0.1,pi,35.91770981839501
119,0.1,theta_w,36.06733728682451
119,0.1,theta_h,28.40367985430675
119,0.1,theta_l,32.160694836350885
119,0.1,tajimas_d,-0.0140222475576705
119,0.2,pi,35.35431006638475
119,0.2,theta_w,35.93549040637765
119,0.2,theta_h,28.27695656611307
119,0.2,theta_l,31.815633316248906
119,0.2,tajimas_d,-0.05530101200799834
119,0.3,pi,35.21101734739138
119,0.3,theta_w,35.706754080535
119,0.3,theta_h,28.467269910003026
119,0.3,theta_l,31.839143628697208
119,0.3,tajimas_d,-0.04812406137945874
119,0.4,pi,35.59825279641954
119,0.4,theta_w,35.58300577509526
119,0.4,theta_h,29.23885121175885
119,0.4,theta_l,32.41855200408919
119,0.4,tajimas_d,0.0015085158512806237
119,0.5,pi,35.65634188546633
119,0.5,theta_w,35.71919485794961
119,0.5,theta_h,27.76671248257386
119,0.5,theta_l,31.711527184020095
119,0.5,tajimas_d,-0.006339401324793216
119,0.6,pi,36.644386489253705
119,0.6,theta_w,36.748443493758614
119,0.6,theta_h,28.945945260762574
119,0.6,theta_l,32.795165875008145
119,0.6,tajimas_d,-0.010466507475604972
120,0.0,pi,44.026666666666664
120,0.0,theta_w,46.35551477216144
120,0.0,theta_h,50.8420202020202
120,0.0,theta_l,47.43434343434343
120,0.0,tajimas_d,-0.16901473093697908
120,0.05,pi,44.20696217861209
120,0.05,theta_w,46.238431164943314
120,0.05,theta_h,50.759031111534384
120,0.05,theta_l,47.482996645073236
120,0.05,tajimas_d,-0.14849463834277712
120,0.1,pi,43.970557042886774
120,0.1,theta_w,46.54856108005046
120,0.1,theta_h,50.498093780767014
120,0.1,theta_l,47.234325411826894
120,0.1,tajimas_d,-0.18819238919165063
120,0.2,pi,43.74412802681798
120,0.2,theta_w,44.84330877827654
120,0.2,theta_h,51.12162488393093
120,0.2,theta_l,47.432876455374455
120,0.2,tajimas_d,-0.08419608700818669
120,0.3,pi,43.80911758061674
120,0.3,theta_w,45.262274218123686
120,0.3,theta_h,51.37557419301761
120,0.3,theta_l,47.59234588681718
120,0.3,tajimas_d,-0.11177263853119124
120,0.4,pi,43.707858538641986
120,0.4,theta_w,45.86271173736372
120,0.4,theta_h,50.48595597176673
120,0.4,theta_l,47.09690725520436
120,0.4,tajimas_d,-0.166116681382049
120,0.5,pi,44.3177759216092
120,0.5,theta_w,45.14016245567066
120,0.5,theta_h,50.08684954229873
120,0.5,theta_l,47.20231273195397
120,0.5,tajimas_d,-0.06583914626986441
120,0.6,pi,43.24178393286674
120,0.6,theta_w,43.565221023881364
120,0.6,theta_h,47.15064440648975
120,0.6,theta_l,45.196214169678235
120,0.6,tajimas_d,-0.027511836260434602
121,0.0,pi,31.70787878787879
121,0.0,theta_w,36.891263839511815
121,0.0,theta_h,47.08
121,0.0,theta_l,39.3939393939394
121,0.0,tajimas_d,-0.4707695400498053
121,0.05,pi,31.71032939990009
121,0.05,theta_w,37.05516150610133
121,0.05,theta_h,46.700638934132314
121,0.05,theta_l,39.20548416701621
121,0.05,tajimas_d,-0.4854302787983362
121,0.1,pi,31.664157610038743
121,0.1,theta_w,36.49423274309081
121,0.1,theta_h,47.00624401539923
121,0.1,theta_l,39.33520081271899
121,0.1,tajimas_d,-0.44785159095428034
121,0.2,pi,31.84534872357186
121,0.2,theta_w,35.904875705373776
121,0.2,theta_h,46.90819034610992
121,0.2,theta_l,39.37676953484089
121,0.2,tajimas_d,-0.38627588533046686
121,0.3,pi,31.505927090635325
121,0.3,theta_w,36.74772348420292
121,0.3,theta_h,47.41476403379467
121,0.3,theta_l,39.460345562215
121,0.3,tajimas_d,-0.4947569670538921
121,0.4,pi,31.461592085998078
121,0.4,theta_w,36.9114565016093
121,0.4,theta_h,47.553138374117864
121,0.4,theta_l,39.507365230057964
121,0.4,tajimas_d,-0.5207511391802938
121,0.5,pi,32.189687244690944
121,0.5,theta_w,34.20234860906807
121,0.5,theta_h,48.380505627010805
121,0.5,theta_l,40.285096435850875
121,0.5,tajimas_d,-0.21168828877943524
121,0.6,pi,31.74072307160735
121,0.6,theta_w,33.58961255727927
121,0.6,theta_h,47.54717606646113
121,0.6,theta_l,39.643949569034234
121,0.6,tajimas_d,-0.2025398117708091
122,0.0,pi,34.478181818181824
122,0.0,theta_w,36.698115861294475
122,0.0,theta_h,35.84505050505051
122,0.0,theta_l,35.161616161616166
122,0.0,tajimas_d,-0.20266062375379867
122,0.05,pi,34.6054587227438
122,0.05,theta_w,36.86528398078009
122,0.05,theta_h,36.033539537998266
122,0.05,theta_l,35.31949913037103
122,0.05,tajimas_d,-0.2063071161304558
122,0.1,pi,34.46029978442694
122,0.1,theta_w,36.051892532507
122,0.1,theta_h,35.66817741371441
122,0.1,theta_l,35.06423859907067
122,0.1,tajimas_d,-0.1491551501794412
122,0.2,pi,34.4593503596836
122,0.2,theta_w,36.767555500740464
122,0.2,theta_h,35.80586179718057
122,0.2,theta_l,35.132606078432076
122,0.2,tajimas_d,-0.21490016021488206
122,0.3,pi,34.643750809114046
122,0.3,theta_w,37.5773138027504
122,0.3,theta_h,33.75503019523785
122,0.3,theta_l,34.199390502175945
122,0.3,tajimas_d,-0.27088729660586647
122,0.4,pi,35.03539276959247
122,0.4,theta_w,36.88697356213005
122,0.4,theta_h,36.55029094550764
122,0.4,theta_l,35.79284185755006
122,0.4,tajimas_d,-0.1769241825973311
122,0.5,pi,35.04880327902106
122,0.5,theta_w,36.222442032274046
122,0.5,theta_h,34.887413305583
122,0.5,theta_l,34.968108292302034
122,0.5,tajimas_d,-0.1164713960773187
122,0.6,pi,35.50170653392004
122,0.6,theta_w,36.92303493814935
122,0.6,theta_h,31.85329879562073
122,0.6,theta_l,33.67750266477039
122,0.6,tajimas_d,-0.14244077456884455
123,0.0,pi,45.56949494949495
123,0.0,theta_w,38.24329968703319
123,0.0,theta_h,34.69313131313131
123,0.0,theta_l,40.131313131313135
123,0.0,tajimas_d,0.6423125249233312
123,0.05,pi,45.628428677683274
123,0.05,theta_w,38.22908992137729
123,0.05,theta_h,34.91596158987371
123,0.05,theta_l,40.272195133778496
123,0.05,tajimas_d,0.651846253469475
123,0.1,pi,45.376536791108734
123,0.1,theta_w,38.042391231495984
123,0.1,theta_h,34.838404970924145
123,0.1,theta_l,40.10747088101644
123,0.1,tajimas_d,0.6523839085378687
123,0.2,pi,45.62498032440186
123,0.2,theta_w,37.16333060990469
123,0.2,theta_h,34.58124513371356
123,0.2,theta_l,40.1031127290577
123,0.2,tajimas_d,0.7794058461315924
123,0.3,pi,44.909466121190896
123,0.3,theta_w,38.8537168242398
123,0.3,theta_h,34.55795484205301
123,0.3,theta_l,39.733710481621955
123,0.3,tajimas_d,0.5407819596895393
123,0.4,pi,45.40949562946423
123,0.4,theta_w,39.71558388481363
123,0.4,theta_h,35.13891473872568
123,0.4,theta_l,40.27420518409496
123,0.4,tajimas_d,0.5065198278248045
123,0.5,pi,45.26405866700439
123,0.5,theta_w,39.43055894147883
123,0.5,theta_h,37.533119197992804
123,0.5,theta_l,41.3985889324986
123,0.5,tajimas_d,0.5336723379836171
123,0.6,pi,46.252611472595135
123,0.6,theta_w,39.04690786368826
123,0.6,theta_h,35.27252046533319
123,0.6,theta_l,40.76256596896416
123,0.6,tajimas_d,0.68593097040626
124,0.0,pi,27.194343434343434
124,0.0,theta_w,35.732375970207784
124,0.0,theta_h,46.05818181818182
124,0.0,theta_l,36.62626262626263
124,0.0,tajimas_d,-0.8000830135822242
124,0.05,pi,27.02621458207265
124,0.05,theta_w,35.50040709919989
124,0.05,theta_h,46.223890182646244
124,0.05,theta_l,36.625052382359456
124,0.05,tajimas_d,-0.8027822616860102
124,0.1,pi,27.349552887905954
124,0.1,theta_w,35.49789596680205
124,0.1,theta_h,46.235578600783136
124,0.1,theta_l,36.792565744344536
124,0.1,tajimas_d,-0.7760835456934417
124,0.2,pi,27.65632274790654
124,0.2,theta_w,36.150481607006085
124,0.2,theta_h,45.7078874215419
124,0.2,theta_l,36.68210508472422
124,0.2,tajimas_d,-0.8038188572668789
124,0.3,pi,26.795774126663844
124,0.3,theta_w,34.649023289427106
124,0.3,theta_h,43.737584565268854
124,0.3,theta_l,35.26667934596635
124,0.3,tajimas_d,-0.7847163688834009
124,0.4,pi,27.392353445769498
124,0.4,theta_w,34.92097835687805
124,0.4,theta_h,46.15415293155019
124,0.4,theta_l,36.77325318865985
124,0.4,tajimas_d,-0.7583032002452075
124,0.5,pi,26.10537738474336
124,0.5,theta_w,33.98763210604018
124,0.5,theta_h,39.171616566691185
124,0.5,theta_l,32.63849697571727
124,0.5,tajimas_d,-0.8326524360702748
124,0.6,pi,27.151950778685325
124,0.6,theta_w,33.21410744754897
124,0.6,theta_h,40.81470839812427
124,0.6,theta_l,33.98332958840479
124,0.6,tajimas_d,-0.673319644694867
125,0.0,pi,51.139595959595965
125,0.0,theta_w,51.37736220581226
125,0.0,theta_h,50.77959595959596
125,0.0,theta_l,50.959595959595966
125,0.0,tajimas_d,-0.015593370539399411
125,0.05,pi,51.397333587904036
125,0.05,theta_w,51.514217641540945
125,0.05,theta_h,50.84539382960909
125,0.05,theta_l,51.12136370875657
125,0.05,tajimas_d,-0.007682597441448727
125,0.1,pi,50.748224109904946
125,0.1,theta_w,51.28738085202089
125,0.1,theta_h,51.039077611345554
125,0.1,theta_l,50.89365086062524
125,0.1,tajimas_d,-0.035777073087838576
125,0.2,pi,51.19234851747584
125,0.2,theta_w,51.31091686295914
125,0.2,theta_h,51.337958577214906
125,0.2,theta_l,51.26515354734536
125,0.2,tajimas_d,-0.00795425881763101
125,0.3,pi,51.17552414806736
125,0.3,theta_w,52.24746619354192
125,0.3,theta_h,51.27147801779238
125,0.3,theta_l,51.22350108292987
125,0.3,tajimas_d,-0.07147999443177247
125,0.4,pi,50.712011448683086
125,0.4,theta_w,51.04092154298019
125,0.4,theta_h,51.46161946668079
125,0.4,theta_l,51.086815457681936
125,0.4,tajimas_d,-0.02283436543715371
125,0.5,pi,50.37948828935731
125,0.5,theta_w,52.37096703988341
125,0.5,theta_h,49.56526868139174
125,0.5,theta_l,49.97237848537453
125,0.5,tajimas_d,-0.13763132964326844
125,0.6,pi,50.641389312353844
125,0.6,theta_w,51.146644150626
125,0.6,theta_h,50.88179401668219
125,0.6,theta_l,50.76159166451802
125,0.6,tajimas_d,-0.03672367044035999
126,0.0,pi,49.36606060606061
126,0.0,theta_w,45.77607083750942
126,0.0,theta_h,36.088484848484846
126,0.0,theta_l,42.72727272727273
126,0.0,tajimas_d,0.2637861612990943
126,0.05,pi,49.472608957996805
126,0.05,theta_w,45.659745859293885
126,0.05,theta_h,35.91010205990731
126,0.05,theta_l,42.69135550895206
126,0.05,tajimas_d,0.2822251487309634
126,0.1,pi,49.272041893737224
126,0.1,theta_w,45.59765224420108
126,0.1,theta_h,36.44257046936961
126,0.1,theta_l,42.85730618155341
126,0.1,tajimas_d,0.2736283754839652
126,0.2,pi,48.979887747987206
126,0.2,theta_w,45.417338862410745
126,0.2,theta_h,36.239278105113684
126,0.2,theta_l,42.609582926550445
126,0.2,tajimas_d,0.2693072136162646
126,0.3,pi,49.169775744060175
126,0.3,theta_w,45.501370398268485
126,0.3,theta_h,36.676143844835124
126,0.3,theta_l,42.92295979444765
126,0.3,tajimas_d,0.28089520131796203
126,0.4,pi,50.01245859665167
126,0.4,theta_w,46.34010122225103
126,0.4,theta_h,36.06563244135999
126,0.4,theta_l,43.03904551900583
126,0.4,tajimas_d,0.2805193407188408
126,0.5,pi,49.75313088357354
126,0.5,theta_w,46.26371582798488
126,0.5,theta_h,37.301582267682214
126,0.5,theta_l,43.527356575627884
126,0.5,tajimas_d,0.2727120129840951
126,0.6,pi,49.44257199566979
126,0.6,theta_w,46.53283420486555
126,0.6,theta_h,37.01853699762471
126,0.6,theta_l,43.230554496647244
126,0.6,tajimas_d,0.23264787606176732
127,0.0,pi,39.594949494949496
127,0.0,theta_w,42.10625925137998
127,0.0,theta_h,37.75858585858586
127,0.0,theta_l,38.67676767676768
127,0.0,tajimas_d,-0.20032809659121387
127,0.05,pi,39.516109177597926
127,0.05,theta_w,42.14955077060684
127,0.05,theta_h,37.77303647136397
127,0.05,theta_l,38.644572824480946
127,0.05,tajimas_d,-0.21088618553417915
127,0.1,pi,39.680708349218214
127,0.1,theta_w,41.98725634067317
127,0.1,theta_h,37.66535140613117
127,0.1,theta_l,38.67302987767469
127,0.1,tajimas_d,-0.18624113828707345
127,0.2,pi,39.85873873322033
127,0.2,theta_w,42.02920830213199
127,0.2,theta_h,37.3394032739579
127,0.2,theta_l,38.59907100358912
127,0.2,tajimas_d,-0.1772526426484587
127,0.3,pi,39.3282802793826
127,0.3,theta_w,42.1289935836881
127,0.3,theta_h,37.158831570618425
127,0.3,theta_l,38.243555925000514
127,0.3,tajimas_d,-0.23106930736651435
127,0.4,pi,39.672809811776915
127,0.4,theta_w,42.48132229596029
127,0.4,theta_h,36.78466934610293
127,0.4,theta_l,38.22873957893993
127,0.4,tajimas_d,-0.23371017329010207
127,0.5,pi,39.6590419356313
127,0.5,theta_w,43.28620021176361
127,0.5,theta_h,35.89712491946001
127,0.5,theta_l,37.77808342754565
127,0.5,tajimas_d,-0.30216722144029173
127,0.6,pi,39.06049667249297
127,0.6,theta_w,42.802637333729685
127,0.6,theta_h,38.5303489724525
127,0.6,theta_l,38.79542282247274
127,0.6,tajimas_d,-0.32432709106217344
128,0.0,pi,56.8749494949495
128,0.0,theta_w,46.93495870681346
128,0.0,theta_h,47.79171717171718
128,0.0,theta_l,52.33333333333333
128,0.0,tajimas_d,0.7126227981050505
128,0.05,pi,56.91836441590442
128,0.05,theta_w,46.60074739215282
128,0.05,theta_h,47.93504305831226
128,0.05,theta_l,52.42670373710834
128,0.05,tajimas_d,0.7479770171200367
128,0.1,pi,56.513234915814834
128,0.1,theta_w,46.552067215932965
128,0.1,theta_h,47.89725144270559
128,0.1,theta_l,52.205243179260215
128,0.1,tajimas_d,0.7271578793343998
128,0.2,pi,56.86984259910599
128,0.2,theta_w,47.21894931461857
128,0.2,theta_h,45.81951585924275
128,0.2,theta_l,51.34467922917437
128,0.2,tajimas_d,0.701921937416603
128,0.3,pi,56.89478941805988
128,0.3,theta_w,48.13399563479314
128,0.3,theta_h,48.33626894238335
128,0.3,theta_l,52.615529180221614
128,0.3,tajimas_d,0.6338001899722345
128,0.4,pi,56.48158608407323
128,0.4,theta_w,47.39143519122966
128,0.4,theta_h,48.28434806819749
128,0.4,theta_l,52.38296707613536
128,0.4,tajimas_d,0.6788929721638285
128,0.5,pi,57.82420231754236
128,0.5,theta_w,47.448523061010356
128,0.5,theta_h,50.04666763479786
128,0.5,theta_l,53.935434976170114
128,0.5,tajimas_d,0.7883950671330986
128,0.6,pi,56.650843291525625
128,0.6,theta_w,46.630856064074806
128,0.6,theta_h,49.218321425217994
128,0.6,theta_l,52.93458235837182
128,0.6,tajimas_d,0.7992713939260844
129,0.0,pi,50.01414141414142
129,0.0,theta_w,40.367927447423924
129,0.0,theta_h,37.86464646464646
129,0.0,theta_l,43.939393939393945
