start,stop,pi,theta_w,segregating_sites,singletons,max_daf,tajimas_d
7200185,7300185,0.0017063448123131385,0.0069382458889294145,368.0,178.0,0.685,-2.4100103125789323
7300185,7400185,0.002671153022286608,0.009605211855304661,399.0,202.0,0.975,-2.309420362453225
7400185,7500185,0.0005115334876777427,0.0017258482646910589,249.0,112.0,0.995,-2.2356936128976397
7500185,7600185,0.0009740480153652773,0.0035286119799120903,370.0,196.0,0.99,-2.3139324368421446
7600185,7700185,0.0010535407050334608,0.003980667292344098,310.0,153.0,0.88,-2.3447821738336723
7700185,7800185,0.00029306226952251696,0.0010617586557859838,205.0,113.0,0.99,-2.291672064204874
7800185,7900185,6.719457773673075e-05,0.00031798004235715363,150.0,82.0,0.785,-2.4769717129637967
7900185,8000185,0.00032262910639574226,0.0012031717225709257,286.0,139.0,0.545,-2.330844037271329
8000185,8100185,0.0007083162241289977,0.0025034862510266735,382.0,205.0,0.945,-2.2927902530413475
8100185,8200185,0.002328832250206931,0.009348902766015759,437.0,220.0,0.99,-2.4045331124532408
8200185,8300185,0.0027362933687473468,0.009490258239530041,325.0,163.0,0.975,-2.2708462313634232
8300185,8400185,0.0012386578126659918,0.004240719854168437,344.0,167.0,0.98,-2.260573504226898
8400185,8500185,0.0011090803411608998,0.0037799559341252613,352.0,176.0,0.965,-2.257015395051845
8500185,8600185,0.001920868458448031,0.007867965328301313,401.0,211.0,0.94,-2.418184816319817
8600185,8700185,0.0017996645239537281,0.006378185934743655,483.0,241.0,0.985,-2.300945654063052
8700185,8800185,0.001028938613519278,0.0035707138487279188,416.0,186.0,0.885,-2.278270668360881
8800185,8900185,0.0019529266541768065,0.006711419819646643,362.0,170.0,0.975,-2.265562401647046
8900185,9000185,0.0009440066169660043,0.004011104544314361,387.0,201.0,0.275,-2.445309496555202
9000185,9100185,0.000667171840076383,0.00245530990215177,374.0,180.0,0.975,-2.3280327393574485
9100185,9200185,0.00045276462440407025,0.001756589825830271,309.0,150.0,0.995,-2.366712814944326
9200185,9300185,0.0009752081578030522,0.0031591904239184933,300.0,140.0,0.995,-2.2033369679001726
9300185,9400185,0.001960521267979857,0.006940782550919342,346.0,173.0,0.995,-2.29147464614035
9400185,9500185,0.002351813804123379,0.007262360953999002,413.0,189.0,0.985,-2.163919145987522
9500185,9600185,0.00186055418309939,0.006451520577170849,436.0,222.0,0.98,-2.278671139285649
9600185,9700185,0.0009043322486683134,0.0038701497070294686,462.0,236.0,0.985,-2.455329963180141
9700185,9800185,0.00045833802448115606,0.0016733566490735935,361.0,183.0,0.935,-2.320066564794849
9800185,9900185,0.00019857485534501414,0.0006044061016740454,210.0,98.0,0.46,-2.1264884935806045
9900185,10000185,0.0007474926327252456,0.0026211007318649154,335.0,172.0,0.81,-2.2818187894258717
10000185,10100185,0.0015085965384428726,0.004715750029963911,347.0,173.0,0.67,-2.1719839057725605
10100185,10200185,0.0014047699760344997,0.005236816751704734,393.0,190.0,0.99,-2.34051197966186
10200185,10300185,0.0019756863380421597,0.007074154459975204,433.0,217.0,0.955,-2.307669423560931
10300185,10400185,0.0017636773092284503,0.006713460628023459,538.0,277.0,0.985,-2.365564830952268
10400185,10500185,0.0009058555445271849,0.0036096500319508246,410.0,224.0,0.99,-2.3969711741448174
10500185,10600185,0.0028063813267610073,0.008450853425533783,398.0,204.0,0.995,-2.1366472977849167
10600185,10700185,0.000917565454219313,0.0030818069360083423,432.0,197.0,0.945,-2.2485275816257566
10700185,10800185,0.0005566094358407849,0.0017332957392457596,311.0,138.0,0.825,-2.1648365175480886
10800185,10900185,0.0006744053770621685,0.0019627491511899366,365.0,174.0,0.98,-2.0976467179440035
10900185,11000185,0.0008409876926872185,0.003120980366538574,460.0,244.0,0.995,-2.3405457105774663
11000185,11100185,7.647037809894497e-05,0.00038363462233824885,174.0,104.0,0.515,-2.524731638081621
11100185,11200185,0.001045875967291554,0.003952104445983618,420.0,219.0,0.965,-2.3537995465584727
11200185,11300185,0.0020283957806863377,0.006785793038436821,380.0,191.0,0.98,-2.2415363452807973
11300185,11400185,0.0011506631204162851,0.004224528952455754,436.0,210.0,0.92,-2.329948069610706
11400185,11500185,0.00040598028500577897,0.0017133857880502685,404.0,218.0,0.945,-2.4413967405765047
11500185,11600185,0.0006269725054911527,0.002808196321040751,398.0,204.0,0.98,-2.484750812639264
11600185,11700185,0.0007114039718697251,0.0026869212764063224,438.0,226.0,0.625,-2.3544316391285625
11700185,11800185,0.0006576846619425587,0.0024592028052315253,513.0,234.0,0.77,-2.349421418636531
11800185,11900185,0.0004785977872267725,0.0018151253790426084,459.0,230.0,0.955,-2.359047593761657
11900185,12000185,0.0008682622287410521,0.0031299223793421946,609.0,305.0,0.96,-2.3206865193630306
12000185,12100185,0.0005538270264293913,0.0020817763618694307,449.0,213.0,0.98,-2.350958339161695
12100185,12200185,0.00033827857017634566,0.0014320739515207175,419.0,206.0,0.955,-2.44471155821152
12200185,12300185,0.0003234309786693664,0.0013159274048144694,424.0,215.0,0.965,-2.414400028285107
12300185,12400185,0.0006926581254162983,0.002492190436192848,501.0,247.0,0.995,-2.315277814782059
12400185,12500185,0.0001572835678212934,0.0007582375900180815,300.0,177.0,0.9,-2.5260593675866545
12500185,12600185,0.0006454775074798265,0.0028210386568076396,518.0,246.0,0.925,-2.4735229793481084
12600185,12700185,0.0011128396636815654,0.0046155205863200105,549.0,260.0,0.99,-2.435277319687126
12700185,12800185,0.0009713115682434375,0.003859705390567058,523.0,245.0,0.93,-2.400448006450626
12800185,12900185,0.0007855605307283336,0.0029477722356837143,471.0,212.0,0.995,-2.3506004826580877
12900185,13000185,0.000958684365449801,0.004016761359317553,472.0,243.0,0.995,-2.4398086231105602
13000185,13100185,0.0008544340927410132,0.003369725229536152,495.0,250.0,0.92,-2.393155010928371
13100185,13200185,0.000639212252699593,0.002574226109332001,465.0,224.0,0.99,-2.4085632340084966
13200185,13300185,0.0005400199933255223,0.0024380367335623634,478.0,255.0,0.95,-2.4951432047999997
13300185,13400185,0.0007875270758837527,0.0032276874959224927,433.0,214.0,0.865,-2.4206685310916174
13400185,13500185,0.0007937213096046293,0.0031150416566976488,489.0,236.0,0.99,-2.388908374307871
13500185,13600185,0.0010341412818041145,0.0032409694962675702,436.0,197.0,0.685,-2.1803851179985223
13600185,13700185,0.0009669725438788161,0.0038788825229562466,503.0,236.0,0.74,-2.40719698244056
13700185,13800185,0.0013451410399957645,0.005211434360371581,586.0,286.0,0.98,-2.38195181373268
13800185,13900185,0.0007852373882788698,0.0028640700049380498,493.0,238.0,0.96,-2.32700234595985
13900185,14000185,0.000744501969750553,0.0036366961103906996,522.0,261.0,0.93,-2.55095774946706
14000185,14100185,0.0005896272306940842,0.002217362142260225,489.0,228.0,0.975,-2.3532893174465923
14100185,14200185,0.0007238027024403684,0.0024666662493825777,459.0,198.0,0.66,-2.2636975351731023
14200185,14300185,0.00045537898951362234,0.0018149367269362617,429.0,188.0,0.925,-2.39829345288014
14300185,14400185,0.0005046619925547141,0.002025004269145773,466.0,224.0,0.685,-2.405720486121211
14400185,14500185,0.0005799047717726025,0.0025097844705409367,514.0,238.0,0.985,-2.466141029213604
14500185,14600185,0.0006411908078706837,0.002338604696032065,506.0,225.0,0.995,-2.327525538438729
14600185,14700185,0.0009322912166488903,0.002834638393221625,518.0,233.0,0.865,-2.1525131096767
14700185,14800185,0.0007272410544859363,0.0031218694998744008,549.0,287.0,0.935,-2.4614551776969242
14800185,14900185,0.0009462670148335617,0.003346991959423509,549.0,274.0,0.975,-2.3017400552035325
14900185,15000185,0.0006282183727993267,0.0026786243770768833,514.0,239.0,0.99,-2.455003676462092
15000185,15100185,0.0008135825959318474,0.0032301709523533443,584.0,295.0,0.85,-2.401934056496885
15100185,15200185,0.0009926843261146708,0.004125688161607479,569.0,246.0,0.995,-2.4375826703414405
15200185,15300185,0.0003897247668602258,0.0014006011827311354,369.0,165.0,0.975,-2.306784605968928
15300185,15400185,0.0006922960997121006,0.002929293733436941,553.0,277.0,0.99,-2.450739348331818
